Gene,Glucose,LB,Glycerol + AA,Acetate,Fumarate,Glucosamine,Glycerol,Pyruvate,Chemostat µ=0.5,Chemostat µ=0.35,Chemostat µ=0.20,Chemostat µ=0.12,Stationary phase 1 day,Stationary phase 3 days,Osmotic-stress glucose,42°C glucose,pH6 glucose,Xylose,Mannose,Galactose ,Succinate,Fructose,Glycerol,Pyruvate,Chemostat µ=0.5,Chemostat µ=0.35,Chemostat µ=0.20,Chemostat µ=0.12,Stationary phase 1 day,Stationary phase 3 days,Osmotic-stress glucose,42°C glucose,pH6 glucose,Xylose,Mannose,Galactose ,Succinate,Fructose
bioA,139,33,200,125,88,109,91,83,112,71,50,41,117,135,311,177,139,144,93,87,106,99,8.44,25.16,8.37,19.51,19.11,15.40,11.51,19.84,5.16,61.05,14.82,15.04,12.04,15.89,10.18,13.03
ansA,554,630,556,280,343,398,313,273,368,351,298,246,186,172,358,453,462,394,370,252,312,451,20.36,17.72,17.83,17.53,16.68,17.48,9.42,12.62,12.49,47.67,11.61,16.80,0.80,9.21,14.83,1.22
exbB,819,561,1137,456,642,698,697,735,814,474,329,226,242,236,1399,1565,1200,1370,637,371,862,1347,1.63,34.78,16.49,0.88,12.41,7.91,30.50,26.31,25.98,14.28,4.25,10.11,19.16,20.28,6.28,13.31
ydeI,110,137,75,97,81,157,76,56,77,98,151,220,460,424,232,63,244,42,64,162,28,40,13.89,5.97,22.55,7.46,15.34,12.22,32.65,29.19,26.63,28.59,19.93,18.75,18.27,10.37,34.70,34.21
lolD,500,731,543,292,336,420,406,418,336,259,224,164,249,234,414,397,466,440,400,243,371,513,7.73,16.65,5.60,7.74,7.75,2.79,3.86,2.86,8.85,13.42,10.60,2.59,12.24,12.67,6.35,2.74
moaC,316,403,230,156,184,250,203,194,177,139,104,99,258,340,711,628,440,343,217,201,222,329,8.73,16.46,7.66,8.61,5.66,1.92,54.61,15.02,5.54,26.77,4.63,3.70,6.74,12.49,12.52,11.55
yajL,370,444,388,322,293,393,376,361,363,314,267,227,338,283,1030,482,775,533,319,327,362,491,12.46,21.42,5.85,6.29,2.98,7.24,4.83,18.94,9.16,59.42,7.12,10.92,0.37,13.44,6.68,13.25
cysE,400,494,620,394,447,602,530,482,477,411,350,351,180,197,275,616,543,533,518,414,482,582,1.87,1.69,4.12,6.56,4.66,11.59,1.50,19.49,18.90,5.12,10.33,6.42,1.33,5.30,12.33,0.83
yibF,637,351,549,421,577,552,626,633,409,335,368,362,345,256,737,196,676,575,594,614,552,604,6.15,8.97,3.57,20.78,6.99,16.06,43.46,28.72,8.10,9.40,1.27,6.59,2.02,10.16,26.87,2.46
yiaD,344,2116,653,60,129,77,159,216,49,47,30,24,209,259,392,900,309,340,136,64,136,234,8.33,15.94,14.48,15.50,13.66,13.63,7.27,16.48,11.04,7.70,21.67,25.94,18.92,6.51,19.89,13.15
yfcH,95,90,87,146,132,154,112,129,111,146,201,241,193,171,91,161,139,91,138,222,110,101,11.25,9.52,7.69,5.33,6.27,5.36,24.56,8.43,14.91,5.35,17.13,29.54,9.02,11.00,19.01,10.13
rimP,609,1246,1014,381,435,669,507,356,403,309,281,224,374,323,943,876,639,578,308,280,355,514,4.36,8.66,10.13,5.44,7.08,12.29,8.48,16.96,20.89,19.98,37.42,35.23,3.09,33.24,7.68,20.21
pth,733,1188,1243,318,499,534,465,477,395,296,222,189,276,244,592,622,534,452,401,265,446,517,4.62,6.71,2.62,14.52,10.57,8.21,12.17,13.15,19.32,11.86,10.46,4.45,8.17,14.23,5.85,5.15
obgE,418,1038,753,291,319,276,310,307,334,318,261,303,100,117,166,194,155,297,325,298,325,354,8.21,3.71,7.89,0.71,1.38,7.46,29.45,20.82,9.44,40.88,9.18,8.45,2.75,2.93,15.84,1.41
cydC,77,159,109,52,74,103,103,103,136,114,99,103,36,77,68,137,54,70,70,47,62,110,25.52,43.12,15.01,9.10,16.11,3.26,44.43,10.91,41.65,19.62,7.32,23.92,13.50,8.40,25.95,26.39
yjgA,166,435,280,157,159,184,150,111,129,116,108,115,209,219,197,221,308,157,167,131,119,136,6.29,8.87,6.28,7.86,5.25,7.36,10.32,9.02,4.46,4.66,11.80,8.86,12.08,2.85,4.91,0.70
eco,214,3877,1636,200,145,175,136,134,219,466,400,293,315,241,427,153,186,235,143,79,200,117,19.22,24.91,45.19,3.37,8.02,11.35,19.60,11.67,7.47,17.59,5.72,19.94,9.10,31.73,29.97,37.07
bepA,177,140,140,171,170,176,187,210,104,120,151,144,147,80,235,303,385,238,229,279,231,224,10.43,27.93,9.33,5.01,14.89,2.42,38.34,10.88,8.02,38.78,6.98,5.21,4.83,1.57,11.08,7.07
rcnR,494,127,332,336,401,395,393,435,259,262,257,241,336,420,558,482,476,337,290,282,291,224,12.00,24.52,20.87,1.29,4.37,6.73,25.82,5.90,15.26,3.63,11.45,9.11,8.02,20.34,10.00,17.25
nnr,48,86,58,71,82,63,65,58,85,108,118,186,85,76,92,95,66,77,63,119,70,57,3.13,10.87,12.71,6.75,18.47,8.86,12.19,11.90,23.84,46.02,18.43,7.27,19.20,11.75,22.63,10.82
rfbD,761,1757,1375,507,622,534,575,476,537,448,315,234,159,122,679,751,670,682,545,324,683,699,2.33,8.81,0.53,0.43,4.42,7.84,21.52,20.58,9.63,5.86,3.25,4.12,9.13,3.04,12.10,4.03
kgtP,124,231,211,112,145,307,93,136,329,357,417,416,80,81,241,146,160,241,156,146,134,130,1.76,29.27,2.96,11.49,12.87,3.40,5.86,22.08,22.34,12.50,6.12,12.34,9.80,34.00,4.25,13.66
rcsD,33,34,41,32,39,47,36,39,56,46,41,36,35,38,46,91,64,54,38,40,36,53,24.86,34.23,18.15,12.93,13.91,13.15,14.62,12.08,16.15,4.49,18.37,12.70,26.44,13.74,14.38,7.54
yihD,2511,3565,2134,1597,1546,2012,1514,1687,1684,1849,1768,1522,497,368,1999,2964,2326,1817,1445,893,1246,1375,2.11,15.49,20.15,12.39,13.81,9.58,14.98,19.55,15.58,56.33,11.63,8.46,19.91,4.93,2.72,10.93
ribD,194,129,124,106,151,178,176,179,134,86,72,62,94,92,189,178,242,162,128,115,165,139,15.12,13.30,16.03,6.62,4.81,8.72,23.17,5.67,10.30,5.69,9.57,8.24,5.13,11.21,3.02,4.79
yqiC,1520,1617,1537,890,1197,1275,1314,1019,1008,747,716,664,464,327,1650,1943,1691,1385,1046,911,1074,1265,10.12,17.61,3.81,5.73,12.92,4.17,20.24,3.66,13.78,10.73,5.34,1.89,1.26,11.76,6.92,8.33
mppA,67,252,146,72,131,98,95,94,95,115,117,101,50,61,60,50,71,68,100,85,105,77,4.29,9.94,14.39,2.25,5.03,5.23,28.68,34.97,15.10,24.83,15.93,14.05,32.10,9.96,9.48,7.86
crl,1960,3202,3471,625,1274,1497,1316,1289,1412,1091,772,521,263,221,2551,1676,1474,1894,1439,952,1345,1547,6.82,2.66,3.39,2.05,5.86,1.97,9.61,2.11,5.27,3.88,7.87,6.12,6.46,13.52,14.16,4.63
yhjJ,116,193,87,65,74,78,82,142,52,56,66,87,101,62,102,209,169,76,72,108,46,79,5.09,11.34,2.34,7.64,7.23,9.59,27.35,4.77,23.44,11.56,13.10,8.97,11.70,10.31,19.80,13.48
msbA,152,428,203,82,91,158,117,117,152,152,137,127,56,53,89,67,82,140,129,68,100,171,4.18,35.40,15.23,5.78,13.04,8.31,9.94,9.84,36.40,29.81,18.06,8.33,15.89,26.57,8.49,8.20
yhhW,81,80,116,80,122,90,121,75,66,75,85,113,114,129,157,132,140,114,105,180,103,109,8.00,23.95,18.40,12.76,16.74,10.27,6.78,10.01,13.83,37.92,25.33,6.99,12.04,18.93,15.15,28.01
mug,241,306,224,134,198,180,207,170,190,172,123,101,300,180,357,494,280,178,145,198,171,171,6.42,12.82,7.04,5.71,19.72,21.25,22.54,39.57,7.21,43.46,10.66,11.04,7.06,6.85,9.93,15.10
astC,44,224,309,79,183,141,57,65,93,238,281,251,83,77,90,89,112,57,131,137,134,52,7.15,22.05,22.87,6.71,13.14,8.77,14.69,8.25,13.09,13.18,11.17,5.84,11.25,11.58,28.73,18.72
ydhQ,85,318,223,68,88,84,93,75,77,66,44,28,96,78,208,167,97,142,65,47,75,86,5.64,16.67,10.49,4.12,14.26,11.66,20.23,11.63,12.50,14.46,14.89,12.24,18.71,15.20,8.26,12.69
ybdK,53,44,45,85,72,78,83,47,55,61,73,69,80,79,83,71,116,75,116,119,73,96,18.35,26.58,23.36,6.41,9.06,17.99,11.37,6.12,11.20,40.74,13.80,30.82,7.00,13.42,26.79,7.95
yjiY,14,459,27,5,5,7,14,1035,8,6,7,6,39,40,35,7,130,11,15,10,11,19,15.35,33.57,12.16,19.16,34.04,8.76,12.52,13.20,36.09,59.60,8.92,164.76,16.07,33.07,10.12,61.58
rdgB,677,1064,851,321,407,472,471,456,387,292,256,204,129,143,424,307,307,376,481,275,444,467,4.98,10.05,7.16,9.49,9.95,8.42,19.42,13.40,14.50,17.98,13.25,10.06,6.46,7.98,7.69,6.62
iaaA,67,48,90,80,70,57,65,75,67,58,44,50,73,87,147,145,189,81,44,58,65,67,3.53,8.34,12.91,13.05,12.63,4.13,14.09,36.99,28.46,10.68,7.62,10.44,21.21,14.63,7.94,3.59
cysC,834,206,502,472,495,485,543,475,447,288,160,126,151,127,470,720,825,529,394,273,450,601,3.69,11.76,6.71,5.12,5.27,4.97,67.60,3.05,6.45,3.86,13.30,10.00,10.04,16.21,6.55,7.15
ribF,160,214,174,100,131,146,154,141,180,114,127,88,72,81,106,178,151,149,113,114,116,170,1.05,5.26,8.13,8.48,8.65,1.82,10.91,15.35,23.12,14.91,5.22,3.85,6.77,5.06,11.14,9.53
glpX,187,341,399,67,119,137,266,100,89,70,59,56,48,75,144,151,128,131,118,107,129,156,13.07,7.72,10.34,3.70,13.69,6.57,28.77,39.85,22.01,14.57,1.22,18.15,12.13,21.50,6.41,8.87
yadG,272,593,331,135,133,125,252,119,275,211,181,186,80,66,91,152,146,198,215,131,272,191,46.10,41.96,21.73,18.75,11.93,12.45,31.20,23.95,34.06,13.17,18.04,47.10,24.45,49.56,9.24,10.82
alaC,93,116,94,95,75,80,77,68,100,107,84,80,56,49,124,81,77,104,99,77,79,71,10.23,3.52,9.78,10.25,6.70,8.98,17.29,9.19,23.06,49.15,9.04,17.91,12.34,16.61,11.63,7.94
folP,223,429,360,147,173,191,167,152,182,116,76,54,91,74,256,214,221,204,133,103,189,176,7.58,3.60,4.35,1.28,5.17,3.90,14.14,4.12,7.61,23.14,7.67,8.08,7.64,10.96,6.37,1.96
ydhS,42,32,35,80,66,54,52,32,79,85,109,93,39,36,53,31,72,29,34,51,29,21,10.83,22.48,15.03,4.54,22.23,15.35,27.92,28.47,2.90,26.09,4.02,29.54,18.55,13.04,30.70,10.57
lepB,147,257,199,82,121,140,136,131,135,114,99,102,78,61,102,169,123,147,129,100,109,148,1.53,16.46,3.96,11.09,7.84,9.39,43.29,33.97,22.24,14.09,7.34,3.43,9.37,12.63,5.72,7.35
nuoI,294,1140,801,244,443,525,471,356,357,387,366,299,102,107,138,252,283,227,343,249,358,301,5.58,7.71,5.36,3.46,1.18,11.77,98.17,22.34,39.77,29.92,17.69,16.22,10.51,10.79,16.04,9.58
yebE,480,118,169,353,534,364,922,1644,123,150,135,155,56,92,149,581,68,411,772,376,350,852,4.91,26.94,18.75,10.25,14.80,18.56,25.36,24.26,28.23,12.20,17.80,20.10,10.13,12.91,13.61,10.22
tar,2,4,3,1,2,13,5,4,30,87,24,2,3,36,4,2,4,5,2,10,2,7,16.55,79.19,34.99,16.39,16.67,48.09,120.11,84.10,22.89,84.88,17.34,32.07,36.28,78.40,71.00,97.25
ptsP,42,55,42,37,36,57,42,38,72,73,66,54,17,24,26,50,50,75,68,31,54,68,22.48,53.31,10.18,7.94,16.88,3.30,43.85,21.66,40.38,43.09,13.21,7.08,20.87,37.13,17.87,30.42
dadX,28,411,406,142,70,54,50,144,60,77,50,71,46,52,59,20,52,53,46,18,48,36,4.14,16.93,3.40,9.39,8.33,5.65,11.98,13.05,10.18,7.98,18.73,20.95,11.18,21.14,14.21,24.92
yfcF,191,74,79,84,109,113,115,72,92,90,80,73,71,82,199,120,263,140,106,109,89,103,5.94,7.99,8.13,6.71,3.71,6.46,48.11,11.62,6.96,11.19,11.55,20.61,4.77,7.06,15.06,5.74
ybfF,204,165,225,180,203,214,206,240,173,156,122,87,97,70,191,199,183,156,167,124,207,172,9.09,3.96,5.69,4.78,22.65,10.04,10.23,8.21,19.23,11.63,12.15,19.22,10.19,7.48,5.98,5.15
cydD,60,91,48,33,32,49,52,71,83,66,45,46,16,30,51,48,26,39,44,19,38,79,12.72,41.27,22.57,8.39,18.32,7.57,30.54,14.06,42.31,48.61,21.24,29.67,22.56,32.14,2.74,36.96
yggS,208,297,224,127,164,168,192,176,142,136,94,83,67,76,240,184,181,187,146,110,136,151,20.81,7.78,10.75,12.10,6.80,10.24,22.51,17.65,8.52,12.74,0.78,1.96,9.41,4.09,12.09,14.23
ycaO,437,1063,637,91,142,167,182,119,160,129,82,74,31,29,158,120,131,185,153,74,196,257,6.01,15.77,9.27,4.71,9.09,8.76,12.91,9.70,21.50,50.38,7.52,10.94,7.59,3.39,12.32,6.17
sspB,353,713,546,204,285,279,277,303,201,159,132,100,87,105,379,290,399,349,230,152,233,219,13.60,7.82,8.54,10.12,5.69,11.17,10.98,37.14,27.04,37.03,40.90,18.74,5.29,12.99,17.47,10.22
yhjG,16,29,20,27,29,30,20,24,37,47,74,103,26,26,29,15,46,19,33,54,21,19,7.82,26.62,17.71,11.47,17.23,10.51,21.44,19.33,38.79,21.51,22.18,36.35,17.62,19.80,40.11,12.10
malM,240,909,1096,333,700,938,764,578,1070,1035,845,502,71,59,104,88,145,142,923,563,582,481,6.81,15.99,9.12,8.52,5.34,3.96,20.97,61.92,5.26,49.71,21.73,15.41,5.11,12.30,21.32,4.75
ppx,31,75,54,29,35,47,36,29,71,50,44,44,30,30,26,44,44,39,33,14,21,48,13.38,31.72,14.06,7.99,7.60,3.03,11.31,18.27,27.28,38.19,20.80,15.23,26.74,11.21,24.39,22.20
yqgE,410,441,375,186,258,292,299,264,191,162,137,112,82,84,307,248,305,249,245,177,264,395,7.01,12.28,12.60,3.42,16.11,6.04,13.58,22.55,7.75,31.98,28.79,12.43,1.82,23.26,14.13,7.40
nrdR,211,224,214,164,213,214,247,221,178,132,117,99,126,97,312,352,262,241,160,112,140,237,9.23,10.63,4.70,2.45,11.43,10.80,18.98,16.12,13.55,9.29,6.41,16.57,12.13,8.63,16.72,11.98
pflA,189,309,259,132,160,157,154,137,144,133,135,140,79,57,101,207,199,122,122,127,112,124,2.36,2.17,3.84,1.56,7.57,7.04,11.82,7.27,9.53,9.82,4.73,5.51,8.09,5.94,16.69,9.15
ycfH,43,85,70,33,25,30,28,27,36,23,17,16,43,50,95,69,68,52,28,17,25,37,5.61,23.33,15.87,18.63,33.83,17.69,15.16,16.13,5.36,10.48,23.44,11.26,10.93,5.28,14.57,10.31
sppA,53,86,65,39,49,55,51,69,79,77,69,59,40,21,65,65,69,76,55,35,44,95,17.24,36.22,11.41,13.98,10.18,7.24,12.83,26.06,27.63,34.07,3.46,18.30,24.47,12.66,13.97,7.35
trmD,121,236,128,66,80,79,94,73,70,52,57,38,32,49,66,85,38,37,54,33,50,45,7.67,16.92,3.93,15.63,25.22,4.94,50.73,3.43,2.33,12.36,11.51,22.65,18.08,8.29,33.66,52.62
mntR,148,223,188,91,127,130,110,128,116,96,83,66,121,76,164,106,187,152,125,68,119,133,4.06,13.59,8.95,7.39,17.23,8.56,21.00,12.65,14.89,28.50,7.13,17.93,16.81,8.21,19.85,16.22
tonB,108,75,129,52,83,80,86,98,96,59,55,43,52,50,193,218,159,171,89,63,95,141,4.05,19.68,14.68,15.19,14.74,8.33,15.48,24.20,21.82,22.41,20.20,8.29,14.67,14.94,5.75,2.69
queF,59,92,100,28,53,58,64,51,56,37,36,28,29,39,55,59,74,46,37,31,49,71,14.38,13.00,11.28,14.34,8.52,8.34,16.73,15.19,21.37,4.99,3.66,14.28,28.87,27.03,29.26,8.78
envC,57,60,57,35,39,46,41,45,55,49,49,55,31,27,34,53,36,50,62,100,71,53,13.70,37.61,16.84,11.67,1.38,8.43,24.73,20.11,29.32,15.60,11.81,8.29,96.92,21.28,27.80,13.88
mutS,39,117,49,22,32,36,29,47,42,30,24,22,8,12,33,40,26,35,25,15,16,36,14.85,30.36,21.95,12.97,21.90,5.27,97.76,18.15,64.02,7.33,4.48,15.78,30.50,24.30,32.29,2.75
yagH,25,34,32,12,28,31,25,26,27,25,33,25,16,18,15,30,14,302,18,14,18,21,17.49,36.53,6.32,10.09,6.28,8.42,13.49,14.04,19.39,27.61,32.77,10.77,20.44,26.30,8.22,31.18
mscM,14,23,14,16,20,28,15,25,14,14,13,17,6,7,13,18,15,12,12,17,10,13,13.81,35.96,10.26,7.04,24.46,12.83,135.53,27.79,15.00,29.24,24.60,12.67,10.05,65.99,29.82,17.59
tmk,204,271,288,91,104,141,110,124,117,70,72,62,42,32,106,115,89,124,89,49,70,76,20.41,18.06,15.29,9.17,7.90,15.62,19.01,17.39,9.94,7.67,16.15,7.58,7.16,10.31,22.18,4.89
ycgL,127,127,135,68,83,84,104,101,81,64,47,38,58,66,119,201,148,103,85,95,72,127,12.39,10.60,14.81,11.14,31.06,2.68,7.27,24.70,33.74,19.88,22.91,7.57,13.48,22.34,9.44,9.89
rng,85,98,75,58,53,70,79,63,90,70,56,33,19,13,55,62,66,56,67,46,58,86,14.00,30.91,12.55,14.98,15.14,7.24,18.62,58.74,33.64,9.75,10.69,12.43,12.58,24.78,4.83,10.10
mscK,7,16,7,3,4,6,4,6,8,5,4,4,4,5,5,14,6,7,5,2,3,9,16.49,30.57,9.43,12.92,6.73,12.30,69.01,61.49,33.80,42.69,38.55,28.41,17.98,45.58,28.72,9.87
yceM,39,23,21,39,51,48,50,59,48,65,62,66,28,17,9,13,40,33,27,31,28,25,5.66,8.06,2.55,12.65,7.78,10.84,21.89,28.87,21.35,61.97,22.64,8.70,23.34,24.85,1.87,28.08
yeaK,438,562,479,406,382,301,387,388,595,459,372,305,45,30,957,476,550,554,289,338,279,422,8.33,123.45,7.22,8.70,14.86,10.96,155.10,30.95,25.83,47.29,20.25,12.04,5.69,10.82,16.40,15.34
ydcT,24,38,32,22,61,34,41,27,37,67,83,123,23,14,11,27,15,18,35,41,38,20,7.24,19.58,5.78,14.07,9.01,3.08,47.83,9.50,80.03,57.23,31.99,14.76,4.52,40.87,50.49,38.73
yqeF,19,113,105,46,100,58,47,47,40,52,35,23,10,12,17,11,8,17,66,80,93,41,3.94,24.47,12.34,15.79,13.30,25.58,30.33,32.97,24.40,66.12,35.00,28.81,12.54,13.79,29.80,26.50
JW58,47,133,95,20,63,59,56,65,53,46,33,28,17,13,26,34,26,44,44,43,51,45,19.01,18.04,7.20,3.00,27.84,12.33,114.93,35.64,34.21,41.77,23.87,11.34,13.44,19.47,22.83,8.21
hypB,24,64,25,23,26,18,15,17,21,17,19,24,4,15,23,20,35,26,39,21,25,26,14.46,22.26,14.95,32.98,32.92,15.22,49.89,38.76,19.42,56.77,12.54,17.16,29.38,24.65,18.99,26.60
lasT,70,100,170,25,46,66,52,26,51,37,34,26,24,17,47,72,65,62,57,42,38,51,8.78,21.82,28.41,6.22,12.80,21.84,16.00,2.85,17.38,16.94,5.15,36.12,14.15,26.70,6.79,18.99
garD,9,266,16,10,18,7,9,10,9,19,24,36,1,7,5,8,4,7,8,7,9,4,13.00,31.41,19.94,19.56,28.29,7.79,21.55,62.06,53.56,52.98,50.90,57.76,37.53,30.73,33.56,64.51
sgcX,5,6,6,5,7,12,5,4,2,9,18,166,6,10,1,9,2,3,3,4,3,5,19.35,5.12,33.64,32.23,32.77,3.12,50.18,67.81,2.68,72.24,57.33,54.50,18.04,24.21,40.61,66.78
alaA,100,105,207,60,99,99,110,70,79,112,103,85,20,9,43,81,62,54,63,59,75,63,8.09,18.20,6.54,6.91,13.01,9.67,11.34,14.56,25.74,17.28,10.65,17.47,19.22,14.08,15.21,14.52
yagE,42,737,923,97,126,77,132,80,136,155,112,62,40,9,23,25,20,53,212,107,93,81,5.53,15.83,2.17,12.09,26.62,10.68,64.80,69.60,30.04,105.73,61.31,16.51,1.65,5.49,10.16,5.03
proV,29,1187,26,2,4,8,5,6,3,2,2,2,9,6,42,14,5,14,3,4,4,3,54.72,158.79,34.81,56.74,22.23,19.93,66.47,88.43,28.20,116.44,20.03,53.75,25.65,41.28,27.32,66.33
garR,27,770,59,25,44,34,34,23,29,36,29,46,8,7,22,36,17,23,30,22,30,21,13.77,7.35,23.06,12.70,37.24,11.24,49.20,12.96,9.97,26.55,10.54,13.16,2.51,18.68,25.17,34.80
nemA,99,196,120,55,71,76,87,56,61,40,26,18,9,5,104,26,76,88,38,21,54,60,3.04,7.96,8.24,5.12,2.97,17.15,15.84,36.55,29.42,5.29,11.41,14.46,11.83,9.78,17.24,5.23
cfa,71,96,67,40,22,47,25,25,41,33,26,21,22,4,75,50,135,57,30,25,25,32,13.49,34.81,68.74,6.98,64.02,57.87,58.20,16.96,28.56,71.49,12.06,9.87,15.67,11.94,11.93,6.97
hsdR,4,36,16,5,10,6,7,5,7,5,3,5,4,1,2,2,1,6,9,7,12,6,3.66,21.71,15.89,32.30,63.88,29.72,17.07,63.76,12.64,85.81,54.56,42.22,14.93,9.61,17.81,26.26
puuD,114,30,64,43,63,156,35,34,214,418,245,91,10,6,78,16,10,29,117,20,36,47,17.63,6.95,6.91,3.86,9.40,7.92,64.78,54.16,24.19,46.19,26.05,26.08,19.87,33.45,42.51,11.85
dgoD,9,13,7,4,5,7,6,3,5,8,15,10,4,3,3,7,7,8,15,675,12,12,55.38,43.12,25.67,15.93,22.37,40.43,53.26,37.41,71.06,29.69,18.84,46.47,30.78,20.36,39.89,30.68
nanK,7,561,78,9,15,9,12,16,17,16,13,19,3,4,7,5,4,5,19,7,12,24,2.35,27.97,9.51,29.58,24.17,20.51,44.66,34.50,32.92,92.87,31.97,38.80,7.85,55.45,58.24,84.30
fdoH,4,800,3,16,7,2,4,2,2,4,3,5,3,1,1,3,1,2,4,5,4,1,14.59,25.76,37.06,34.44,114.48,60.69,93.97,69.12,46.49,45.60,91.93,36.94,41.04,16.47,74.29,68.84
ybhA,352,593,639,145,212,181,253,219,185,83,35,14,6,1,271,258,220,304,219,79,305,331,2.18,16.55,6.15,6.93,12.43,4.09,120.20,55.63,8.63,21.83,18.38,2.69,11.50,23.70,6.43,5.43
hupA,132932,278633,183555,73951,101840,108914,135752,125621,95458,86223,71746,65848,72526,75795,130782,117479,123190,134243,123301,91754,121273,118656,3.99,2.46,7.20,3.14,4.87,12.47,12.04,8.91,14.72,7.03,4.43,3.40,8.39,7.61,4.75,3.69
rpsP,65082,136596,98585,27682,40731,53819,51815,34971,38458,24935,20467,16641,39057,28165,71838,71626,69711,69775,49473,36144,51980,72100,7.09,11.39,5.12,5.51,14.81,2.80,5.00,9.63,8.19,4.25,8.32,2.48,3.33,4.95,6.55,7.61
rplP,33115,98439,55901,16059,22880,28384,30152,21429,35190,20241,17245,15617,11506,13068,21529,31694,29183,35078,25872,17507,26480,44619,10.58,25.60,10.89,2.75,9.66,3.99,17.68,8.00,25.85,14.15,10.32,8.63,14.32,15.30,10.92,11.82
rpsT,28843,74646,44451,10866,18262,19945,21077,15929,19044,12092,9291,8042,8935,8751,26898,30295,25222,22164,17348,11077,18126,26995,1.27,8.04,6.75,4.67,4.14,5.98,7.23,11.47,5.17,24.50,6.07,6.99,1.74,3.49,6.11,2.03
ydjA,2013,2523,2084,1660,1766,2098,2045,1877,1828,1507,1398,1252,3063,3947,2567,1808,2940,2412,2014,1387,1784,2148,12.78,17.10,5.08,1.64,6.61,10.11,5.98,10.98,1.53,8.88,14.31,6.72,4.34,6.41,10.94,5.43
rpsK,10769,24642,19504,4947,7688,9319,9147,7877,8790,6070,4185,3674,4174,4769,10975,15122,12362,9933,7556,5181,8122,11421,4.79,10.92,5.94,6.94,5.77,5.14,14.02,6.40,4.57,11.79,3.63,9.32,2.82,13.04,1.74,5.79
grxC,4265,8387,8391,4706,5917,5765,6170,5324,6377,6220,5979,5877,5422,4895,9897,6972,7720,6501,4797,7850,4569,5558,12.92,13.15,12.81,6.66,8.42,5.45,4.58,9.61,2.82,25.54,2.65,13.63,3.89,20.99,9.33,13.26
rplU,7358,19424,11681,2979,4345,5726,6254,3971,7580,4443,3827,3534,4156,3365,4333,8180,6256,8110,5335,4313,6328,9538,4.47,24.21,4.16,13.24,4.79,3.08,3.69,14.33,25.51,9.42,9.85,16.93,8.97,12.73,7.07,7.57
raiA,2154,14293,3810,2223,2217,2418,3725,2511,2068,1731,1504,1296,2088,2755,1259,4186,982,2631,4017,2174,3411,3239,19.69,14.85,7.96,8.46,9.14,10.92,8.70,8.89,17.60,17.65,2.42,19.46,5.40,4.37,11.83,6.92
rplR,6146,13821,9136,2599,4078,4611,4900,3452,4045,2872,2218,2036,3534,2584,7465,8023,6006,6189,3958,2912,4144,5514,5.80,4.83,7.04,8.14,3.98,2.45,9.03,48.80,24.96,23.10,6.02,8.94,3.70,5.59,8.14,3.92
rpsL,2322,7473,6906,2054,2793,2484,3481,2342,7218,4277,3868,3250,2208,2148,4434,5609,4066,4146,1942,3054,2724,5137,7.18,24.70,12.53,8.59,1.12,5.56,16.78,12.87,7.50,26.53,15.92,18.32,10.29,24.37,11.75,13.80
purE,3610,719,2287,2559,2076,2324,1914,2302,1877,1496,1261,1163,1582,1611,3987,3983,3655,2736,2248,2070,2446,2819,4.09,2.33,5.38,4.90,7.42,0.74,6.57,4.90,6.59,2.81,4.59,2.84,6.50,7.30,7.05,4.59
yeeN,2098,4718,4988,1022,1080,1449,1136,1094,1096,784,573,376,881,947,2263,1610,2276,1705,1068,656,928,1247,3.13,15.43,5.94,2.12,8.70,6.76,7.84,3.00,17.99,3.75,3.18,11.41,3.42,5.20,17.75,11.78
uspD,320,403,293,364,195,457,253,200,224,266,260,300,1030,1348,1182,1046,1228,397,281,438,216,277,5.62,8.07,15.13,1.57,12.49,4.30,8.16,3.49,20.39,16.45,3.12,27.15,6.62,12.33,14.40,18.23
gntR,577,972,856,461,484,547,612,422,427,363,347,400,1207,599,864,996,652,855,525,580,526,625,10.86,7.26,12.95,20.62,25.20,12.07,16.20,13.46,16.96,17.43,17.79,2.81,4.21,8.53,2.37,15.59
hinT,1990,2825,2718,2056,1968,2285,2151,1559,2127,1999,1817,1399,1623,1635,3204,2970,3186,2484,2181,2140,2115,2095,3.23,9.48,4.97,8.34,7.75,5.66,9.13,5.82,8.03,5.87,2.02,4.83,12.88,8.95,18.39,2.57
tsx,1329,9242,1488,628,864,1178,752,725,1175,984,942,774,645,612,1097,1167,1262,1044,1064,497,1060,1256,12.72,14.88,7.02,3.01,4.59,9.09,8.22,1.62,6.12,5.70,2.90,4.56,6.95,12.31,11.06,6.71
gloA,1966,1925,1960,1205,1706,1432,2436,1582,2016,1467,1388,917,605,1165,1889,1414,2515,1869,1615,1293,1793,2370,15.88,13.84,17.25,11.12,6.19,7.57,26.61,20.11,10.93,32.84,10.48,25.02,4.65,8.66,12.42,7.12
yibL,1538,1540,3880,1166,2397,2925,2735,1909,2549,2699,2088,1669,666,1245,1579,1308,1485,2478,2324,1995,2891,2335,5.47,1.74,4.65,18.39,13.18,4.69,20.63,7.80,4.24,26.69,3.15,3.68,4.78,14.98,14.70,16.01
